"url","http_status","title","meta_description","canonical_url","h1","robots_directives","open_graph_metadata","social_metadata","structured_data","captured_at_utc","qa_status","notes"
"https://www.40daysofholiness.com/day07","200","Day 7 - God taught holiness throughout the OT | 40 Days of Holiness","The book of Leviticus is a key primer on God","https://www.40daysofholiness.com/day07","Day 7 - God Taught Holiness throughout the OT","","{""og:title"":""Day 7 - God taught holiness throughout the OT | 40 Days of Holiness"",""og:description"":""The book of Leviticus is a key primer on God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day07"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 7 - God taught holiness throughout the OT | 40 Days of Holiness"",""twitter:description"":""The book of Leviticus is a key primer on God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:38.143Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day08","200","Day 8 - Holiness has degrees | 40 Days of Holiness","Welcome to 40 Days of Holiness! Today we","https://www.40daysofholiness.com/day08","Day 8 - Holiness has Degrees","","{""og:title"":""Day 8 - Holiness has degrees | 40 Days of Holiness"",""og:description"":""Welcome to 40 Days of Holiness! Today we"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day08"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 8 - Holiness has degrees | 40 Days of Holiness"",""twitter:description"":""Welcome to 40 Days of Holiness! Today we"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:38.232Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day09","200","Day 9 - Holiness means Separation | 40 Days of Holiness","Today","https://www.40daysofholiness.com/day09","Day 9 - Holiness means Separation from the Common or Ordinary","","{""og:title"":""Day 9 - Holiness means Separation | 40 Days of Holiness"",""og:description"":""Today"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day09"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""Day 9 - Holiness means Separation | 40 Days of Holiness"",""twitter:description"":""Today"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:38.336Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day10","200","day-10-Holiness-means-purity-from-corruption | 40 Days of Holiness","Today we will define holiness. Holiness in Scripture is purity from moral corruption, as a reflection of the purity of God","https://www.40daysofholiness.com/day10","Day 10 - Holiness means Purity from Corruption","","{""og:title"":""day-10-Holiness-means-purity-from-corruption | 40 Days of Holiness"",""og:description"":""Today we will define holiness. Holiness in Scripture is purity from moral corruption, as a reflection of the purity of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day10"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""day-10-Holiness-means-purity-from-corruption | 40 Days of Holiness"",""twitter:description"":""Today we will define holiness. Holiness in Scripture is purity from moral corruption, as a reflection of the purity of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:39.430Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day11","200","day-11- corruption of the human heart is the enemy | 40 Days of Holiness","Today we","https://www.40daysofholiness.com/day11","Day 11 - Corruption of the Heart is the Enemy of Holiness","","{""og:title"":""day-11- corruption of the human heart is the enemy | 40 Days of Holiness"",""og:description"":""Today we"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day11"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""day-11- corruption of the human heart is the enemy | 40 Days of Holiness"",""twitter:description"":""Today we"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:40.427Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day12","200","day-12- The Twistedness Inside | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day12","Day 12 - The Twistedness Inside","","{""og:title"":""day-12- The Twistedness Inside | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day12"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""day-12- The Twistedness Inside | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:40.954Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day13","200","day-13 - God provided holiness in Jesus | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day13","Day 13 - God provided Holiness in Jesus","","{""og:title"":""day-13 - God provided holiness in Jesus | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day13"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""day-13 - God provided holiness in Jesus | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:41.058Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day14","200","day-14 - Holiness is Gifted to us at the New Birth | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day14","Day 14 - Holiness is given to Us at the New Birth","","{""og:title"":""day-14 - Holiness is Gifted to us at the New Birth | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day14"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""day-14 - Holiness is Gifted to us at the New Birth | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:43.719Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day15","200","day-15 - Possibility Glasses | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day15","Day 15 - Possibility Glasses","","{""og:title"":""day-15 - Possibility Glasses | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day15"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""day-15 - Possibility Glasses | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:43.839Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day16","200","day-16 - an Undivided Heart | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day16","Day 16 - Holiness Means Having An Undivided Heart","","{""og:title"":""day-16 - an Undivided Heart | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day16"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""day-16 - an Undivided Heart | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:44.266Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day17","200","day-17 - Holiness is the Destination of the Universe | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day17","Day 17 - Holiness is the Destination of the Universe","","{""og:title"":""day-17 - Holiness is the Destination of the Universe | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day17"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""day-17 - Holiness is the Destination of the Universe | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:44.931Z","NOT_TESTED",""
"https://www.40daysofholiness.com/day18","200","day-18 - Loving God with All Your Heart | 40 Days of Holiness","Darrell Stetler II teaches on the topic of God","https://www.40daysofholiness.com/day18","Day 18 -&nbsp;Loving God with All Your Heart","","{""og:title"":""day-18 - Loving God with All Your Heart | 40 Days of Holiness"",""og:description"":""Darrell Stetler II teaches on the topic of God"",""og:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.40daysofholiness.com/day18"",""og:site_name"":""40 Days of Holiness"",""og:type"":""website""}","{""twitter:card"":""summary_large_image"",""twitter:title"":""day-18 - Loving God with All Your Heart | 40 Days of Holiness"",""twitter:description"":""Darrell Stetler II teaches on the topic of God"",""twitter:image"":""https://static.wixstatic.com/media/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3d5cce_c466bd8efdba4be68aea75f247448aeb%7Emv2.jpg""}","","2026-08-25T06:46:45.696Z","NOT_TESTED",""
